"file_path","label","target","start_sec","duration_sec","rms_dbfs","split","source_dataset","source_folder","source_file"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_ebd0b99d20.mp3","glass_breaking","7","2.0","2.0","-18.328","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211024_O_201_D_051_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_184bdc4337.mp3","glass_breaking","7","32.0","2.0","-23.227","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211112_O_201_D_010_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_8ada04616c.wav","glass_breaking","7","12.0","2.0","-36.734","train","edge_audio_dataset","유리깨지는소리","S-211020_O_201_C_007_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_53d2671045.mp3","glass_breaking","7","16.0","2.0","-39.841","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211020_O_201_C_030_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_7682622d90.mp3","glass_breaking","7","8.0","2.0","-21.74","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211110_O_201_C_028_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_b247dbaf2b.mp3","glass_breaking","7","30.0","2.0","-26.577","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211110_O_201_C_068_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_fe63a73a88.wav","glass_breaking","7","8.0","2.0","-28.149","train","edge_audio_dataset","유리깨지는소리","S-211024_O_201_D_009_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_00848c1f87.mp3","glass_breaking","7","10.0","2.0","-24.185","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211110_O_201_C_017_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_2cfa6804c7.wav","glass_breaking","7","18.0","2.0","-32.702","train","edge_audio_dataset","유리깨지는소리","S-211107_O_201_C_052_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_0f3fc1dcfa.wav","glass_breaking","7","24.0","2.0","-26.426","test","edge_audio_dataset","유리깨지는소리","S-211101_O_201_D_002_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_53d2671045.mp3","glass_breaking","7","4.0","2.0","-18.72","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211020_O_201_C_030_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_1daaa0535a.mp3","glass_breaking","7","22.0","2.0","-28.507","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211110_O_201_D_030_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_ac5bbe12f0.mp3","glass_breaking","7","14.0","2.0","-34.384","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211016_O_201_D_001_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_53d2671045.mp3","glass_breaking","7","12.0","2.0","-31.31","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211020_O_201_C_030_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_965110e535.wav","glass_breaking","7","10.0","2.0","-44.864","test","edge_audio_dataset","유리깨지는소리","S-211020_O_201_C_006_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_bc87ac0749.wav","glass_breaking","7","2.0","2.0","-32.664","train","edge_audio_dataset","유리깨지는소리","S-211024_O_201_C_022_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_615d0a1fdf.mp3","glass_breaking","7","10.0","2.0","-32.497","val","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211107_O_201_C_043_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_ed87d4ece2.wav","glass_breaking","7","16.0","2.0","-42.243","train","edge_audio_dataset","유리깨지는소리","S-211107_O_201_C_054_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_aa82c34e35.wav","glass_breaking","7","6.0","2.0","-38.576","val","edge_audio_dataset","유리깨지는소리","S-211104_O_201_D_003_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_4a07621ed3.mp3","glass_breaking","7","28.0","2.0","-33.386","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211112_O_201_C_002_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_53d2671045.mp3","glass_breaking","7","24.0","2.0","-32.355","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211020_O_201_C_030_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_25515fd89e.wav","glass_breaking","7","6.0","2.0","-29.822","test","edge_audio_dataset","유리깨지는소리","S-211101_O_201_C_012_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_09826571df.wav","glass_breaking","7","12.0","2.0","-28.808","val","edge_audio_dataset","유리깨지는소리","S-211101_O_201_C_006_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_60682c3d58.wav","glass_breaking","7","2.0","2.0","-39.628","test","edge_audio_dataset","유리깨지는소리","S-211107_O_201_C_032_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_dffa49a2c2.mp3","glass_breaking","7","24.0","2.0","-43.805","train","soundkey_dataset::glass_breaking","Validation/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-210820_O_201_L_011_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_4a07621ed3.mp3","glass_breaking","7","34.0","2.0","-27.811","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211112_O_201_C_002_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_1c86672414.mp3","glass_breaking","7","24.0","2.0","-28.736","val","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211110_O_201_D_039_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_8e064e5f2e.wav","glass_breaking","7","4.0","2.0","-44.283","test","edge_audio_dataset","유리깨지는소리","S-211107_O_201_C_028_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_0b605a73ab.mp3","glass_breaking","7","26.0","2.0","-34.056","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211020_O_201_C_018_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_a8a833198e.mp3","glass_breaking","7","2.0","2.0","-18.328","val","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211104_O_201_D_029_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_19b3b38b1e.mp3","glass_breaking","7","4.0","2.0","-18.72","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211107_O_201_C_039_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_563d2b553e.mp3","glass_breaking","7","16.0","2.0","-35.987","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211104_O_201_D_026_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_190585b403.wav","glass_breaking","7","6.0","2.0","-28.026","train","edge_audio_dataset","유리깨지는소리","S-211024_O_201_D_008_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_f82209d6cb.wav","glass_breaking","7","2.0","2.0","-32.996","train","edge_audio_dataset","유리깨지는소리","S-211104_O_201_C_029_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_8ada04616c.wav","glass_breaking","7","16.0","2.0","-42.717","train","edge_audio_dataset","유리깨지는소리","S-211020_O_201_C_007_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_b247dbaf2b.mp3","glass_breaking","7","10.0","2.0","-20.414","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211110_O_201_C_068_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_dc814a0152.wav","glass_breaking","7","24.0","2.0","-37.334","train","edge_audio_dataset","유리깨지는소리","S-211104_O_201_C_027_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_4e9eb2e6f0.mp3","glass_breaking","7","8.0","2.0","-20.157","test","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211110_O_201_D_047_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_c98d5b4d2b.wav","glass_breaking","7","0.0","2.0","-44.629","train","edge_audio_dataset","유리깨지는소리","S-211107_O_201_C_049_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_b247dbaf2b.mp3","glass_breaking","7","4.0","2.0","-18.72","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211110_O_201_C_068_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_b47a9f61c4.wav","glass_breaking","7","10.0","2.0","-25.212","test","edge_audio_dataset","유리깨지는소리","S-211024_O_201_D_010_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_d00a0d226f.mp3","glass_breaking","7","2.0","2.0","-18.328","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211110_O_201_C_085_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_615d0a1fdf.mp3","glass_breaking","7","16.0","2.0","-33.119","val","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211107_O_201_C_043_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_85a9f78cc0.mp3","glass_breaking","7","8.0","2.0","-25.84","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211107_O_201_C_092_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_09826571df.wav","glass_breaking","7","18.0","2.0","-27.627","val","edge_audio_dataset","유리깨지는소리","S-211101_O_201_C_006_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_0b605a73ab.mp3","glass_breaking","7","0.0","2.0","-24.764","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211020_O_201_C_018_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_25c2d10cbc.mp3","glass_breaking","7","18.0","2.0","-36.671","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211104_O_201_C_029_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_5fc56aaa55.mp3","glass_breaking","7","4.0","2.0","-18.72","test","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211104_O_201_C_020_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_a18299820c.wav","glass_breaking","7","14.0","2.0","-41.097","train","edge_audio_dataset","유리깨지는소리","S-211107_O_201_C_053_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_fe63a73a88.wav","glass_breaking","7","10.0","2.0","-27.724","train","edge_audio_dataset","유리깨지는소리","S-211024_O_201_D_009_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_aa82c34e35.wav","glass_breaking","7","18.0","2.0","-35.467","val","edge_audio_dataset","유리깨지는소리","S-211104_O_201_D_003_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_c45f105dd5.mp3","glass_breaking","7","18.0","2.0","-36.333","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211104_O_201_D_011_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_09aa6cb3cf.mp3","glass_breaking","7","0.0","2.0","-24.764","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211104_O_201_D_059_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_a69c1be8a7.mp3","glass_breaking","7","16.0","2.0","-22.943","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211110_O_201_C_009_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_67e6069c3e.wav","glass_breaking","7","0.0","2.0","-37.846","train","edge_audio_dataset","유리깨지는소리","S-211104_O_201_D_005_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_01342c8218.mp3","glass_breaking","7","24.0","2.0","-31.23","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211107_O_201_C_073_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_09826571df.wav","glass_breaking","7","8.0","2.0","-29.74","val","edge_audio_dataset","유리깨지는소리","S-211101_O_201_C_006_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_00848c1f87.mp3","glass_breaking","7","26.0","2.0","-23.005","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211110_O_201_C_017_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_3b542647d1.wav","glass_breaking","7","0.0","2.0","-37.744","train","edge_audio_dataset","유리깨지는소리","S-211017_O_201_D_003_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_22f30a24ad.wav","glass_breaking","7","20.0","2.0","-27.741","test","edge_audio_dataset","유리깨지는소리","S-211107_O_201_C_045_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_9d54632708.wav","glass_breaking","7","2.0","2.0","-35.619","train","edge_audio_dataset","유리깨지는소리","S-211024_O_201_C_021_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_2cfa6804c7.wav","glass_breaking","7","24.0","2.0","-34.553","train","edge_audio_dataset","유리깨지는소리","S-211107_O_201_C_052_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_a7205ee956.mp3","glass_breaking","7","4.0","2.0","-18.72","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211024_O_201_D_008_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_92ee1b193a.mp3","glass_breaking","7","6.0","2.0","-23.918","train","soundkey_dataset::glass_breaking","Validation/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-210820_O_201_L_057_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_3b542647d1.wav","glass_breaking","7","16.0","2.0","-33.107","train","edge_audio_dataset","유리깨지는소리","S-211017_O_201_D_003_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_8e064e5f2e.wav","glass_breaking","7","22.0","2.0","-31.812","test","edge_audio_dataset","유리깨지는소리","S-211107_O_201_C_028_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_92496a1b7c.mp3","glass_breaking","7","6.0","2.0","-23.925","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211107_O_201_C_054_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_92496a1b7c.mp3","glass_breaking","7","4.0","2.0","-18.72","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211107_O_201_C_054_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_7ce48806b3.mp3","glass_breaking","7","24.0","2.0","-26.969","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211112_O_201_C_032_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_00848c1f87.mp3","glass_breaking","7","14.0","2.0","-23.2","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211110_O_201_C_017_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_dc814a0152.wav","glass_breaking","7","8.0","2.0","-32.218","train","edge_audio_dataset","유리깨지는소리","S-211104_O_201_C_027_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_55933ac028.wav","glass_breaking","7","20.0","2.0","-37.258","train","edge_audio_dataset","유리깨지는소리","S-211020_O_201_C_002_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_ebd0b99d20.mp3","glass_breaking","7","28.0","2.0","-33.54","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211024_O_201_D_051_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_01342c8218.mp3","glass_breaking","7","2.0","2.0","-18.328","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211107_O_201_C_073_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_4e9eb2e6f0.mp3","glass_breaking","7","26.0","2.0","-23.551","test","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211110_O_201_D_047_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_4a07621ed3.mp3","glass_breaking","7","22.0","2.0","-31.385","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211112_O_201_C_002_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_55933ac028.wav","glass_breaking","7","18.0","2.0","-33.87","train","edge_audio_dataset","유리깨지는소리","S-211020_O_201_C_002_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_25c2d10cbc.mp3","glass_breaking","7","24.0","2.0","-31.002","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211104_O_201_C_029_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_bc87ac0749.wav","glass_breaking","7","16.0","2.0","-29.498","train","edge_audio_dataset","유리깨지는소리","S-211024_O_201_C_022_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_3cbf86b78f.mp3","glass_breaking","7","4.0","2.0","-18.72","test","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211101_O_201_C_008_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_f7df96c05a.wav","glass_breaking","7","6.0","2.0","-27.442","test","edge_audio_dataset","유리깨지는소리","S-211101_O_201_C_011_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_b45d93a6f4.mp3","glass_breaking","7","28.0","2.0","-18.271","val","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211110_O_201_C_078_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_0e9abb2eaa.mp3","glass_breaking","7","8.0","2.0","-30.112","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211024_O_201_D_042_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_dffa49a2c2.mp3","glass_breaking","7","42.0","2.0","-34.807","train","soundkey_dataset::glass_breaking","Validation/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-210820_O_201_L_011_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_63515f7bdb.mp3","glass_breaking","7","20.0","2.0","-31.865","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211020_O_201_C_013_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_b47a9f61c4.wav","glass_breaking","7","12.0","2.0","-22.097","test","edge_audio_dataset","유리깨지는소리","S-211024_O_201_D_010_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_7ce48806b3.mp3","glass_breaking","7","28.0","2.0","-30.62","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211112_O_201_C_032_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_9bec5b4a74.mp3","glass_breaking","7","20.0","2.0","-39.849","test","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211101_O_201_C_022_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_8e064e5f2e.wav","glass_breaking","7","20.0","2.0","-43.215","test","edge_audio_dataset","유리깨지는소리","S-211107_O_201_C_028_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_4e9eb2e6f0.mp3","glass_breaking","7","2.0","2.0","-18.328","test","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211110_O_201_D_047_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_ac5bbe12f0.mp3","glass_breaking","7","8.0","2.0","-28.195","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211016_O_201_D_001_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_e8b8c7ed5a.mp3","glass_breaking","7","0.0","2.0","-24.764","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211104_O_201_D_005_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_1daaa0535a.mp3","glass_breaking","7","32.0","2.0","-32.333","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211110_O_201_D_030_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_156b1518fb.wav","glass_breaking","7","4.0","2.0","-39.482","train","edge_audio_dataset","유리깨지는소리","S-211107_O_201_C_047_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_dffa49a2c2.mp3","glass_breaking","7","32.0","2.0","-34.286","train","soundkey_dataset::glass_breaking","Validation/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-210820_O_201_L_011_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_f21e9ee26d.wav","glass_breaking","7","20.0","2.0","-39.493","train","edge_audio_dataset","유리깨지는소리","S-211107_O_201_C_025_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_5d749b910d.wav","glass_breaking","7","4.0","2.0","-39.026","train","edge_audio_dataset","유리깨지는소리","S-211107_O_201_C_023_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_4e9eb2e6f0.mp3","glass_breaking","7","24.0","2.0","-22.488","test","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211110_O_201_D_047_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\edge_audio_dataset_20891fe1c2.wav","glass_breaking","7","16.0","2.0","-35.544","test","edge_audio_dataset","유리깨지는소리","S-211107_O_201_C_058_0001.wav"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_a696843044.mp3","glass_breaking","7","28.0","2.0","-30.058","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211101_O_201_C_004_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_dffa49a2c2.mp3","glass_breaking","7","40.0","2.0","-24.196","train","soundkey_dataset::glass_breaking","Validation/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-210820_O_201_L_011_0001.mp3"
"datasets\soundkey_balanced_v2\audio\glass_breaking\soundkey_dataset__glass_breaking_9a56b063ea.mp3","glass_breaking","7","28.0","2.0","-33.098","train","soundkey_dataset::glass_breaking","Training/원본데이터/glass_breaking","AI174_2.깨짐,부러짐_1.유리_S-211107_O_201_C_085_0001.mp3"
